lastupdatedate,town_no,town,towntotalcases,townconfirmedcases,townprobablecases,towncaserate,towntotaldeaths,townconfirmeddeaths,townprobabledeaths,peopletested,ratetested100k,numberoftests,numberofpositives,numberofnegatives,numberofindeterminates
2020-03-26T04:00:00Z,132,South Windsor,4,,,,0,,,,,,,,
2020-03-26T04:00:00Z,130,Southbury,6,,,,1,,,,,,,,
2020-03-26T04:00:00Z,131,Southington,8,,,,0,,,,,,,,
2020-03-26T04:00:00Z,133,Sprague,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,134,Stafford,14,,,,2,,,,,,,,
2020-03-26T04:00:00Z,135,Stamford,60,,,,1,,,,,,,,
2020-03-26T04:00:00Z,136,Sterling,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,137,Stonington,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,138,Stratford,12,,,,0,,,,,,,,
2020-03-26T04:00:00Z,139,Suffield,6,,,,0,,,,,,,,
2020-03-26T04:00:00Z,140,Thomaston,6,,,,0,,,,,,,,
2020-03-26T04:00:00Z,142,Tolland,6,,,,1,,,,,,,,
2020-03-26T04:00:00Z,143,Torrington,7,,,,0,,,,,,,,
2020-03-26T04:00:00Z,144,Trumbull,6,,,,0,,,,,,,,
2020-03-26T04:00:00Z,145,Union,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,146,Vernon,5,,,,0,,,,,,,,
2020-03-26T04:00:00Z,147,Voluntown,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,1,Andover,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,2,Ansonia,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,3,Ashford,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,4,Avon,4,,,,0,,,,,,,,
2020-03-26T04:00:00Z,5,Barkhamsted,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,6,Beacon Falls,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,7,Berlin,6,,,,0,,,,,,,,
2020-03-26T04:00:00Z,8,Bethany,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,9,Bethel,10,,,,0,,,,,,,,
2020-03-26T04:00:00Z,10,Bethlehem,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,11,Bloomfield,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,12,Bolton,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,13,Bozrah,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,14,Branford,6,,,,0,,,,,,,,
2020-03-26T04:00:00Z,15,Bridgeport,32,,,,0,,,,,,,,
2020-03-26T04:00:00Z,16,Bridgewater,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,17,Bristol,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,18,Brookfield,24,,,,0,,,,,,,,
2020-03-26T04:00:00Z,19,Brooklyn,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,20,Burlington,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,21,Canaan,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,22,Canterbury,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,23,Canton,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,24,Chaplin,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,25,Cheshire,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,26,Chester,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,27,Clinton,4,,,,1,,,,,,,,
2020-03-26T04:00:00Z,28,Colchester,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,29,Colebrook,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,30,Columbia,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,31,Cornwall,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,32,Coventry,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,33,Cromwell,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,34,Danbury,69,,,,1,,,,,,,,
2020-03-26T04:00:00Z,35,Darien,14,,,,0,,,,,,,,
2020-03-26T04:00:00Z,36,Deep River,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,37,Derby,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,38,Durham,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,40,East Granby,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,41,East Haddam,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,42,East Hampton,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,43,East Hartford,4,,,,0,,,,,,,,
2020-03-26T04:00:00Z,44,East Haven,5,,,,0,,,,,,,,
2020-03-26T04:00:00Z,45,East Lyme,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,47,East Windsor,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,39,Eastford,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,46,Easton,2,,,,1,,,,,,,,
2020-03-26T04:00:00Z,48,Ellington,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,49,Enfield,6,,,,0,,,,,,,,
2020-03-26T04:00:00Z,50,Essex,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,51,Fairfield,16,,,,0,,,,,,,,
2020-03-26T04:00:00Z,52,Farmington,8,,,,0,,,,,,,,
2020-03-26T04:00:00Z,53,Franklin,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,54,Glastonbury,8,,,,0,,,,,,,,
2020-03-26T04:00:00Z,55,Goshen,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,56,Granby,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,57,Greenwich,57,,,,0,,,,,,,,
2020-03-26T04:00:00Z,58,Griswold,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,59,Groton,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,60,Guilford,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,61,Haddam,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,62,Hamden,7,,,,0,,,,,,,,
2020-03-26T04:00:00Z,63,Hampton,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,64,Hartford,21,,,,0,,,,,,,,
2020-03-26T04:00:00Z,65,Hartland,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,66,Harwinton,4,,,,0,,,,,,,,
2020-03-26T04:00:00Z,67,Hebron,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,68,Kent,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,69,Killingly,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,70,Killingworth,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,71,Lebanon,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,72,Ledyard,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,73,Lisbon,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,74,Litchfield,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,76,Madison,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,77,Manchester,8,,,,0,,,,,,,,
2020-03-26T04:00:00Z,78,Mansfield,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,79,Marlborough,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,80,Meriden,8,,,,0,,,,,,,,
2020-03-26T04:00:00Z,81,Middlebury,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,82,Middlefield,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,83,Middletown,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,84,Milford,8,,,,0,,,,,,,,
2020-03-26T04:00:00Z,85,Monroe,4,,,,0,,,,,,,,
2020-03-26T04:00:00Z,86,Montville,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,87,Morris,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,88,Naugatuck,6,,,,0,,,,,,,,
2020-03-26T04:00:00Z,89,New Britain,8,,,,0,,,,,,,,
2020-03-26T04:00:00Z,90,New Canaan,17,,,,3,,,,,,,,
2020-03-26T04:00:00Z,91,New Fairfield,13,,,,0,,,,,,,,
2020-03-26T04:00:00Z,92,New Hartford,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,93,New Haven,32,,,,1,,,,,,,,
2020-03-26T04:00:00Z,95,New London,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,96,New Milford,6,,,,0,,,,,,,,
2020-03-26T04:00:00Z,94,Newington,10,,,,1,,,,,,,,
2020-03-26T04:00:00Z,149,Warren,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,150,Washington,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,151,Waterbury,30,,,,0,,,,,,,,
2020-03-26T04:00:00Z,152,Waterford,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,153,Watertown,1,,,,0,,,,,,,,
2020-03-26T04:00:00Z,155,West Hartford,6,,,,0,,,,,,,,
2020-03-26T04:00:00Z,156,West Haven,12,,,,0,,,,,,,,
2020-03-26T04:00:00Z,154,Westbrook,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,157,Weston,10,,,,1,,,,,,,,
2020-03-26T04:00:00Z,158,Westport,89,,,,0,,,,,,,,
2020-03-26T04:00:00Z,159,Wethersfield,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,160,Willington,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,161,Wilton,17,,,,1,,,,,,,,
2020-03-26T04:00:00Z,162,Winchester,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,163,Windham,0,,,,0,,,,,,,,
2020-03-26T04:00:00Z,164,Windsor,7,,,,0,,,,,,,,
2020-03-26T04:00:00Z,165,Windsor Locks,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,166,Wolcott,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,167,Woodbridge,3,,,,0,,,,,,,,
2020-03-26T04:00:00Z,168,Woodbury,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,169,Woodstock,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,148,Wallingford,2,,,,0,,,,,,,,
2020-03-26T04:00:00Z,97,Newtown,14,,,,0,,,,,,,,
2020-03-27T04:00:00Z,132,South Windsor,4,,,,0,,,,,,,,
2020-03-27T04:00:00Z,130,Southbury,5,,,,1,,,,,,,,
2020-03-27T04:00:00Z,131,Southington,13,,,,0,,,,,,,,
2020-03-27T04:00:00Z,133,Sprague,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,134,Stafford,14,,,,2,,,,,,,,
2020-03-27T04:00:00Z,135,Stamford,76,,,,1,,,,,,,,
2020-03-27T04:00:00Z,136,Sterling,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,137,Stonington,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,138,Stratford,17,,,,0,,,,,,,,
2020-03-27T04:00:00Z,139,Suffield,7,,,,0,,,,,,,,
2020-03-27T04:00:00Z,140,Thomaston,5,,,,0,,,,,,,,
2020-03-27T04:00:00Z,141,Thompson,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,142,Tolland,6,,,,1,,,,,,,,
2020-03-27T04:00:00Z,143,Torrington,8,,,,0,,,,,,,,
2020-03-27T04:00:00Z,144,Trumbull,8,,,,0,,,,,,,,
2020-03-27T04:00:00Z,145,Union,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,146,Vernon,4,,,,0,,,,,,,,
2020-03-27T04:00:00Z,147,Voluntown,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,148,Wallingford,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,149,Warren,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,150,Washington,5,,,,0,,,,,,,,
2020-03-27T04:00:00Z,151,Waterbury,36,,,,0,,,,,,,,
2020-03-27T04:00:00Z,152,Waterford,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,153,Watertown,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,155,West Hartford,9,,,,0,,,,,,,,
2020-03-27T04:00:00Z,156,West Haven,18,,,,1,,,,,,,,
2020-03-27T04:00:00Z,154,Westbrook,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,157,Weston,13,,,,1,,,,,,,,
2020-03-27T04:00:00Z,158,Westport,95,,,,0,,,,,,,,
2020-03-27T04:00:00Z,159,Wethersfield,6,,,,0,,,,,,,,
2020-03-27T04:00:00Z,160,Willington,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,161,Wilton,25,,,,1,,,,,,,,
2020-03-27T04:00:00Z,162,Winchester,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,163,Windham,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,164,Windsor,9,,,,0,,,,,,,,
2020-03-27T04:00:00Z,165,Windsor Locks,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,166,Wolcott,3,,,,1,,,,,,,,
2020-03-27T04:00:00Z,167,Woodbridge,3,,,,0,,,,,,,,
2020-03-27T04:00:00Z,168,Woodbury,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,169,Woodstock,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,1,Andover,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,2,Ansonia,3,,,,0,,,,,,,,
2020-03-27T04:00:00Z,3,Ashford,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,4,Avon,6,,,,0,,,,,,,,
2020-03-27T04:00:00Z,5,Barkhamsted,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,6,Beacon Falls,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,7,Berlin,9,,,,0,,,,,,,,
2020-03-27T04:00:00Z,8,Bethany,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,9,Bethel,11,,,,0,,,,,,,,
2020-03-27T04:00:00Z,10,Bethlehem,3,,,,0,,,,,,,,
2020-03-27T04:00:00Z,11,Bloomfield,3,,,,0,,,,,,,,
2020-03-27T04:00:00Z,12,Bolton,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,13,Bozrah,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,14,Branford,12,,,,0,,,,,,,,
2020-03-27T04:00:00Z,15,Bridgeport,41,,,,0,,,,,,,,
2020-03-27T04:00:00Z,16,Bridgewater,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,17,Bristol,7,,,,0,,,,,,,,
2020-03-27T04:00:00Z,18,Brookfield,29,,,,0,,,,,,,,
2020-03-27T04:00:00Z,19,Brooklyn,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,20,Burlington,3,,,,0,,,,,,,,
2020-03-27T04:00:00Z,21,Canaan,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,22,Canterbury,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,23,Canton,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,24,Chaplin,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,25,Cheshire,6,,,,0,,,,,,,,
2020-03-27T04:00:00Z,26,Chester,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,27,Clinton,5,,,,1,,,,,,,,
2020-03-27T04:00:00Z,28,Colchester,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,29,Colebrook,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,30,Columbia,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,31,Cornwall,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,32,Coventry,3,,,,0,,,,,,,,
2020-03-27T04:00:00Z,33,Cromwell,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,34,Danbury,85,,,,1,,,,,,,,
2020-03-27T04:00:00Z,35,Darien,20,,,,0,,,,,,,,
2020-03-27T04:00:00Z,36,Deep River,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,37,Derby,3,,,,0,,,,,,,,
2020-03-27T04:00:00Z,38,Durham,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,40,East Granby,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,41,East Haddam,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,42,East Hampton,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,43,East Hartford,3,,,,0,,,,,,,,
2020-03-27T04:00:00Z,44,East Haven,7,,,,1,,,,,,,,
2020-03-27T04:00:00Z,45,East Lyme,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,47,East Windsor,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,39,Eastford,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,46,Easton,3,,,,1,,,,,,,,
2020-03-27T04:00:00Z,48,Ellington,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,49,Enfield,10,,,,0,,,,,,,,
2020-03-27T04:00:00Z,50,Essex,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,51,Fairfield,18,,,,0,,,,,,,,
2020-03-27T04:00:00Z,52,Farmington,11,,,,0,,,,,,,,
2020-03-27T04:00:00Z,53,Franklin,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,54,Glastonbury,8,,,,0,,,,,,,,
2020-03-27T04:00:00Z,55,Goshen,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,56,Granby,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,57,Greenwich,77,,,,0,,,,,,,,
2020-03-27T04:00:00Z,58,Griswold,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,59,Groton,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,60,Guilford,3,,,,0,,,,,,,,
2020-03-27T04:00:00Z,61,Haddam,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,62,Hamden,11,,,,0,,,,,,,,
2020-03-27T04:00:00Z,63,Hampton,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,64,Hartford,21,,,,0,,,,,,,,
2020-03-27T04:00:00Z,65,Hartland,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,66,Harwinton,4,,,,0,,,,,,,,
2020-03-27T04:00:00Z,67,Hebron,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,68,Kent,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,69,Killingly,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,70,Killingworth,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,71,Lebanon,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,72,Ledyard,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,73,Lisbon,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,74,Litchfield,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,75,Lyme,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,76,Madison,6,,,,0,,,,,,,,
2020-03-27T04:00:00Z,77,Manchester,12,,,,0,,,,,,,,
2020-03-27T04:00:00Z,78,Mansfield,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,79,Marlborough,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,80,Meriden,9,,,,0,,,,,,,,
2020-03-27T04:00:00Z,81,Middlebury,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,82,Middlefield,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,83,Middletown,6,,,,0,,,,,,,,
2020-03-27T04:00:00Z,84,Milford,15,,,,0,,,,,,,,
2020-03-27T04:00:00Z,85,Monroe,6,,,,0,,,,,,,,
2020-03-27T04:00:00Z,86,Montville,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,87,Morris,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,88,Naugatuck,7,,,,0,,,,,,,,
2020-03-27T04:00:00Z,89,New Britain,11,,,,0,,,,,,,,
2020-03-27T04:00:00Z,90,New Canaan,18,,,,3,,,,,,,,
2020-03-27T04:00:00Z,91,New Fairfield,16,,,,1,,,,,,,,
2020-03-27T04:00:00Z,92,New Hartford,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,93,New Haven,52,,,,2,,,,,,,,
2020-03-27T04:00:00Z,95,New London,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,96,New Milford,10,,,,0,,,,,,,,
2020-03-27T04:00:00Z,94,Newington,14,,,,1,,,,,,,,
2020-03-27T04:00:00Z,97,Newtown,16,,,,0,,,,,,,,
2020-03-27T04:00:00Z,98,Norfolk,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,99,North Branford,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,100,North Canaan,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,101,North Haven,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,102,North Stonington,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,103,Norwalk,105,,,,3,,,,,,,,
2020-03-27T04:00:00Z,104,Norwich,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,105,Old Lyme,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,106,Old Saybrook,4,,,,0,,,,,,,,
2020-03-27T04:00:00Z,107,Orange,6,,,,0,,,,,,,,
2020-03-27T04:00:00Z,108,Oxford,5,,,,0,,,,,,,,
2020-03-27T04:00:00Z,109,Plainfield,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,110,Plainville,3,,,,0,,,,,,,,
2020-03-27T04:00:00Z,111,Plymouth,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,112,Pomfret,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,113,Portland,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,114,Preston,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,115,Prospect,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,116,Putnam,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,117,Redding,7,,,,0,,,,,,,,
2020-03-27T04:00:00Z,118,Ridgefield,46,,,,2,,,,,,,,
2020-03-27T04:00:00Z,119,Rocky Hill,11,,,,1,,,,,,,,
2020-03-27T04:00:00Z,120,Roxbury,1,,,,0,,,,,,,,
2020-03-27T04:00:00Z,121,Salem,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,122,Salisbury,3,,,,0,,,,,,,,
2020-03-27T04:00:00Z,123,Scotland,0,,,,0,,,,,,,,
2020-03-27T04:00:00Z,124,Seymour,5,,,,0,,,,,,,,
2020-03-27T04:00:00Z,125,Sharon,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,126,Shelton,18,,,,1,,,,,,,,
2020-03-27T04:00:00Z,127,Sherman,2,,,,0,,,,,,,,
2020-03-27T04:00:00Z,128,Simsbury,4,,,,0,,,,,,,,
2020-03-27T04:00:00Z,129,Somers,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,142,Tolland,6,,,,1,,,,,,,,
2020-03-28T04:00:00Z,143,Torrington,13,,,,0,,,,,,,,
2020-03-28T04:00:00Z,144,Trumbull,9,,,,0,,,,,,,,
2020-03-28T04:00:00Z,145,Union,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,146,Vernon,7,,,,0,,,,,,,,
2020-03-28T04:00:00Z,147,Voluntown,1,,,,0,,,,,,,,
2020-03-28T04:00:00Z,148,Wallingford,3,,,,0,,,,,,,,
2020-03-28T04:00:00Z,149,Warren,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,150,Washington,5,,,,0,,,,,,,,
2020-03-28T04:00:00Z,151,Waterbury,38,,,,0,,,,,,,,
2020-03-28T04:00:00Z,152,Waterford,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,153,Watertown,3,,,,0,,,,,,,,
2020-03-28T04:00:00Z,155,West Hartford,9,,,,0,,,,,,,,
2020-03-28T04:00:00Z,156,West Haven,19,,,,1,,,,,,,,
2020-03-28T04:00:00Z,154,Westbrook,1,,,,0,,,,,,,,
2020-03-28T04:00:00Z,157,Weston,17,,,,1,,,,,,,,
2020-03-28T04:00:00Z,158,Westport,101,,,,0,,,,,,,,
2020-03-28T04:00:00Z,159,Wethersfield,8,,,,0,,,,,,,,
2020-03-28T04:00:00Z,160,Willington,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,161,Wilton,31,,,,2,,,,,,,,
2020-03-28T04:00:00Z,162,Winchester,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,163,Windham,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,164,Windsor,13,,,,0,,,,,,,,
2020-03-28T04:00:00Z,165,Windsor Locks,2,,,,0,,,,,,,,
2020-03-28T04:00:00Z,166,Wolcott,3,,,,1,,,,,,,,
2020-03-28T04:00:00Z,167,Woodbridge,3,,,,0,,,,,,,,
2020-03-28T04:00:00Z,168,Woodbury,2,,,,0,,,,,,,,
2020-03-28T04:00:00Z,169,Woodstock,2,,,,0,,,,,,,,
2020-03-28T04:00:00Z,1,Andover,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,2,Ansonia,6,,,,0,,,,,,,,
2020-03-28T04:00:00Z,3,Ashford,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,4,Avon,6,,,,0,,,,,,,,
2020-03-28T04:00:00Z,5,Barkhamsted,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,6,Beacon Falls,1,,,,0,,,,,,,,
2020-03-28T04:00:00Z,7,Berlin,10,,,,0,,,,,,,,
2020-03-28T04:00:00Z,8,Bethany,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,9,Bethel,17,,,,0,,,,,,,,
2020-03-28T04:00:00Z,10,Bethlehem,3,,,,0,,,,,,,,
2020-03-28T04:00:00Z,11,Bloomfield,6,,,,0,,,,,,,,
2020-03-28T04:00:00Z,12,Bolton,2,,,,0,,,,,,,,
2020-03-28T04:00:00Z,13,Bozrah,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,14,Branford,12,,,,0,,,,,,,,
2020-03-28T04:00:00Z,15,Bridgeport,42,,,,2,,,,,,,,
2020-03-28T04:00:00Z,16,Bridgewater,1,,,,0,,,,,,,,
2020-03-28T04:00:00Z,17,Bristol,8,,,,0,,,,,,,,
2020-03-28T04:00:00Z,18,Brookfield,35,,,,0,,,,,,,,
2020-03-28T04:00:00Z,19,Brooklyn,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,20,Burlington,4,,,,0,,,,,,,,
2020-03-28T04:00:00Z,21,Canaan,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,22,Canterbury,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,23,Canton,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,24,Chaplin,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,25,Cheshire,8,,,,0,,,,,,,,
2020-03-28T04:00:00Z,26,Chester,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,27,Clinton,5,,,,1,,,,,,,,
2020-03-28T04:00:00Z,28,Colchester,2,,,,0,,,,,,,,
2020-03-28T04:00:00Z,29,Colebrook,0,,,,0,,,,,,,,
2020-03-28T04:00:00Z,30,Columbia,2,,,,0,,,,,,,,
2020-03-28T04:00:00Z,31,Cornwall,1,,,,0,,,,,,,,
2020-03-28T04:00:00Z,32,Coventry,4,,,,0,,,,,,,,
2020-03-28T04:00:00Z,33,Cromwell,3,,,,0,,,,,,,,
2020-03-28T04:00:00Z,34,Danbury,123,,,,1,,,,,,,,
2020-03-28T04:00:00Z,35,Darien,26,,,,0,,,,,,,,
2020-03-28T04:00:00Z,36,Deep River,2,,,,0,,,,,,,,
2020-03-28T04:00:00Z,37,Derby,3,,,,0,,,,,,,,
2020-03-28T04:00:00Z,38,Durham,1,,,,0,,,,,,,,
2020-03-28T04:00:00Z,40,East Granby,1,,,,0,,,,,,,,
2020-03-28T04:00:00Z,41,East Haddam,0,,,,0,,,,,,,,
